labels,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,funding_duration_days,funding_per_relationship,milestone_velocity,total_round_types,funding_total_usd_log,category_code_freq,state_code_freq
0,3.6685,5.5589,0.0,0.0,0,3,9100000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.0,0,690,9100000.0,0.0,3,16.02378508137718,0.1657638136511376,0.04550379198266522
0,2.4438,7.1973,0.0,6.8767,6,3,25500100,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.5,1,1735,3642871.4285714286,0.3808701613619917,2,17.054192970905124,0.1657638136511376,0.5287107258938245
1,0.2959,0.2959,1.5863,1.6658,3,1,400000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,0,100000.0,0.7502438292445045,1,12.899222326086994,0.1560130010834236,0.5287107258938245
1,4.737,8.3479,0.0,0.0,4,10,22165091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2.0,1,1318,4433018.2,0.0,2,16.9140291768407,0.03683640303358613,0.11484290357529794
1,0.1671,0.1671,0.6712,3.3151,4,1,500000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0,1,0,100000.0,0.46348867928900833,1,13.122365377402328,0.03683640303358613,0.5287107258938245
1,0.6629999999999999,5.8849,6.211,8.6082,29,5,70000000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.8,1,1906,2333333.3333333335,0.4163110676297329,4,18.064005814299346,0.1560130010834236,0.5287107258938245
1,1.2603,3.1781,2.8411,2.8411,6,2,4700000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,700,671428.5714285715,0.2603420895056104,2,15.363073279446223,0.020585048754062838,0.01950162513542795
1,2.0055,2.0055,0.0,0.0,1,1,30000000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,1,0,15000000.0,1.0,1,17.216707972959764,0.027085590465872156,0.08992416034669556
1,2.0658,9.3836,7.0055,7.0055,13,5,39000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.25,1,2671,2785714.285714286,0.12491412154144027,3,17.479072229734946,0.1657638136511376,0.08992416034669556
1,6.4356,9.0,10.0082,10.0082,10,3,32000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,1,936,2909090.909090909,0.09084137279482567,1,17.281246492014,0.03791982665222102,0.5287107258938245
1,0.1151,1.1507,0.0,0.0,7,3,42000000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.6667,1,378,5250000.0,0.0,3,17.553180200057167,0.06717226435536294,0.08992416034669556
1,4.3726,9.3616,4.0027,9.3616,5,3,24510540,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2.6667,1,1821,4085090.0,0.19302038295243978,3,17.01461382788412,0.0790899241603467,0.5287107258938245
0,5.6548,5.6548,0.0,0.0,0,1,2500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,0,2500000.0,0.0,1,14.731801689838349,0.1657638136511376,0.5287107258938245
1,3.6027,7.926,8.5945,9.1096,1,3,21460663,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.5,1,1578,10730331.5,0.19783176386800663,3,16.88173223597427,0.1657638136511376,0.0065005417118093175
1,5.3507,5.3507,0.0,0.0,6,1,15000000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,1,0,2142857.1428571427,0.0,1,16.52356082573315,0.056338028169014086,0.11484290357529794
0,1.4137,4.2795,1.3288,5.1836,5,2,889999,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,1,1046,148333.16666666666,0.3234361860404942,2,13.698976741708323,0.08559046587215602,0.5287107258938245
1,4.2219,4.2219,3.0,3.0,6,1,16000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1,0,2285714.285714286,0.25,1,16.588099342704055,0.1657638136511376,0.5287107258938245
1,2.4192,2.4192,2.5041,8.3973,5,1,7000000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1,0,1166666.6666666667,0.42565417726368215,1,15.76142084987672,0.1560130010834236,0.5287107258938245
0,0.7479,0.7479,0.0,0.0,3,2,100000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,25000.0,0.0,1,11.51293546492023,0.06717226435536294,0.11484290357529794
1,1.9041,1.9041,1.9041,4.0027,13,1,1500000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,0,107142.85714285714,0.5996761748655726,1,14.220976332738882,0.0065005417118093175,0.11484290357529794
1,6.0356,6.0356,10.4959,12.6137,19,1,8000000,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,400000.0,0.2938216649404644,1,15.894952224644102,0.1560130010834236,0.04550379198266522
1,0.2521,0.7425,4.2082,6.3479,22,2,4000000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,179,173913.04347826086,0.544373222281196,2,15.201805169084134,0.1560130010834236,0.5287107258938245
0,0.0164,0.0164,0.0,0.0,3,1,25000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,6250.0,0.0,1,10.12667110305036,0.1560130010834236,0.5287107258938245
1,2.4301,9.0055,8.5781,10.0137,10,6,64630000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3.6667,1,2400,5875454.545454546,0.27238802582238486,3,17.98418927271177,0.08559046587215602,0.5287107258938245
0,1.0,3.6493,3.4986,3.4986,10,2,12100000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,967,1100000.0,0.22229137954030145,2,16.308716093211594,0.1560130010834236,0.5287107258938245
1,4.2192,5.6110000000000015,5.0027,5.0027,9,2,20000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.5,1,508,2000000.0,0.166591700401486,2,16.811242881518265,0.1657638136511376,0.5287107258938245
0,2.0301,9.3808,9.0055,9.0055,10,4,49600000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.6667,1,2683,4509090.909090909,0.09994503023337165,2,17.719501411856445,0.02925243770314193,0.04550379198266522
1,7.5123,9.9479,0.4164,0.4164,3,5,51450000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.6667,1,889,12862500.0,0.7060152499293986,2,17.75612103968068,0.056338028169014086,0.5287107258938245
1,0.0,2.5178,4.6904,4.6904,7,2,6300000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,985,787500.0,0.17573457050470967,2,15.656060350091908,0.011917659804983749,0.5287107258938245
0,2.0,2.0,1.0274,3.1644,8,1,200000,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1,0,22222.222222222223,0.7203918931898952,1,12.206077645517674,0.08559046587215602,0.11484290357529794
0,0.0,0.0,0.0,0.0,2,1,20000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,6666.666666666667,1.0,1,9.90353755128617,0.00866738894907909,0.0065005417118093175
1,0.0,3.3945,6.9781,9.2192,13,2,11600000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2.0,1,1239,828571.4285714285,0.29356505401596994,2,16.266515742283485,0.02925243770314193,0.08992416034669556
1,0.1205,0.1205,0.0,5.263,6,1,9150000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,1307142.857142857,0.3193357815743254,1,16.029264546541317,0.1560130010834236,0.5287107258938245
0,0.2849,0.2849,0.0,0.2849,2,1,1200000,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0,1,0,400000.0,1.5565413650867772,1,13.997832948091215,0.06717226435536294,0.0065005417118093175
0,1.8301,1.8301,1.1616,1.1616,4,1,1700000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,1,0,340000.0,0.9252405625462621,0,14.346139397261565,0.015167930660888408,0.5287107258938245
1,0.5808,2.5123,0.5918,4.9699,9,3,1415000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1,705,141500.0,0.6700279736679007,2,14.162640795773006,0.015167930660888408,0.5287107258938245
1,1.0849,3.1342,5.9178,7.9342,16,2,4200000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.5,1,748,247058.82352941178,0.2238588793624499,2,15.250595321348806,0.0790899241603467,0.5287107258938245
1,0.9151,1.6356,4.8521,6.0904,7,2,500000,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0,263,62500.0,0.2820715333408553,2,13.122365377402328,0.1560130010834236,0.08992416034669556
1,5.9507,5.9507,0.0,0.0,1,1,21500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,0,10750000.0,0.0,1,16.88356353960952,0.027085590465872156,0.04550379198266522
1,0.0411,1.5863,2.2795,4.3918,4,2,10000000,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,564,2000000.0,0.37093363997180906,1,16.118095750958314,0.1560130010834236,0.0032502708559046588
0,1.0877,2.5616,4.0027,4.0027,7,2,9500000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,538,1187500.0,0.1998920582885242,2,16.066802461833923,0.1657638136511376,0.5287107258938245
0,2.9808,5.211,0.0,0.0,4,2,13875001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,1,814,2775000.2,0.0,0,16.445599361740907,0.024918743228602384,0.0010834236186348862
0,10.9068,10.9068,9.2548,9.2548,5,1,275000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,45833.333333333336,0.09751530990365488,1,12.524530013005734,0.1657638136511376,0.007583965330444204
1,0.0849,5.0356,1.8329,1.8329,10,3,19743770,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1807,1794888.1818181819,0.3529951639662537,2,16.798348607159696,0.1657638136511376,0.5287107258938245
1,2.0849,4.0192,2.5041,2.5041,5,5,1178000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,706,196333.33333333334,0.28537998344796095,1,13.979329492089743,0.1657638136511376,0.08992416034669556
1,0.7479,2.7945,2.0575,3.8356,5,3,25000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,747,4166666.6666666665,0.4135991397137894,2,17.034386422832473,0.020585048754062838,0.5287107258938245
1,1.5863,3.1808,0.0,0.0,1,3,24150000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,1,582,12075000.0,0.0,3,16.99979497947072,0.03791982665222102,0.018418201516793065
0,1.7479,3.5452,2.0,2.0,4,2,80000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,656,16000000.0,0.3333333333333333,2,18.197537205138154,0.08559046587215602,0.5287107258938245
1,1.4164,3.326,4.4192,9.8164,11,2,36000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,697,3000000.0,0.27735660663437006,2,17.399029524198163,0.02925243770314193,0.5287107258938245
0,1.3973,1.3973,0.0,0.0,1,1,205000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,102500.0,0.0,1,12.230770136157428,0.03683640303358613,0.0021668472372697724
1,0.0,4.211,6.4164,9.0658,27,4,28300000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,1553,1010714.2857142857,0.3973852053488049,4,17.158372397949154,0.1560130010834236,0.5287107258938245
0,0.0,0.0,0.8301,0.8301,1,1,2000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1000000.0,0.5464182285121032,0,14.508658238524095,0.1560130010834236,0.5287107258938245
1,0.7479,1.1616,2.4,8.8384,63,2,11500000,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.0,1,151,179687.5,0.6098552610180518,2,16.257857680289998,0.056338028169014086,0.5287107258938245
0,0.8904,0.8904,1.3288,2.526,15,1,4000000,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,250000.0,0.5672149744753262,1,15.201805169084134,0.08559046587215602,0.11484290357529794
0,0.7151,0.7151,0.7479,2.011,2,1,500000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,1,0,166666.66666666666,0.6642311524410495,1,13.122365377402328,0.027085590465872156,0.11484290357529794
0,0.7425,0.7425,1.1671,3.9151,9,1,4000000,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,0,400000.0,0.40690932025798054,1,15.201805169084134,0.013001083423618635,0.04550379198266522
0,0.0,2.4274,2.4274,2.4986,8,2,9030000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,886,1003333.3333333334,0.5716572343223003,2,16.016063036135133,0.1560130010834236,0.11484290357529794
1,0.0658,4.3863,0.0,0.0,15,4,69900000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,4.75,1,1577,4368750.0,0.0,4,18.06257622151019,0.03683640303358613,0.018418201516793065
0,0.6658,0.6658,0.4192,0.4192,2,1,20000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,6666.666666666667,0.7046223224351748,1,9.90353755128617,0.011917659804983749,0.5287107258938245
1,3.6384,11.9041,10.9836,12.6822,29,7,238209999,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,3017,7940333.3,0.21926298402303723,1,19.2886631955324,0.1657638136511376,0.0021668472372697724
1,3.1014,6.7342,4.0027,6.7342,3,3,14700000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.0,0,1326,3675000.0,0.2585917095497918,2,16.503358119776173,0.007583965330444204,0.08992416034669556
1,0.0,0.8712,0.0,1.2137,4,3,430000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6667,0,365,86000.0,0.9034647874599087,1,12.971542813248437,0.056338028169014086,0.5287107258938245
1,1.337,1.4219,0.5863,0.5863,5,2,1015000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,31,169166.66666666666,0.6303977809998108,2,13.830400155679214,0.0790899241603467,0.5287107258938245
0,0.4438,0.4438,0.8192,0.8192,2,1,1200000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,0,400000.0,0.5496921723834652,1,13.997832948091215,0.1560130010834236,0.5287107258938245
1,1.8301,3.3288,3.274,7.6274,16,2,17100000,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,547,1005882.3529411765,0.46363910332197417,2,16.65458907995242,0.1560130010834236,0.018418201516793065
1,4.6767,4.6767,5.9671,5.9671,0,1,50000000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,0,50000000.0,0.1435317420447532,1,17.72753358339242,0.1560130010834236,0.020585048754062838
0,0.6548,0.6548,0.0,0.0,3,1,900000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,225000.0,0.0,1,13.710151153416941,0.1657638136511376,0.5287107258938245
0,16.9863,16.9863,16.663,18.3233,7,1,6000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,0,750000.0,0.1035019898257544,1,15.607270193858982,0.03683640303358613,0.5287107258938245
1,0.7479,7.0904,8.0055,9.874,5,2,15100000,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.0,0,2315,2516666.6666666665,0.27588743792532644,2,16.530205368010318,0.06717226435536294,0.11484290357529794
1,1.0,8.8795,4.0027,9.1863,7,5,62600000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,9.3333,1,2876,7825000.0,0.19634214582331172,5,17.952275852044767,0.03791982665222102,0.5287107258938245
1,1.8575,4.6027,3.9178,6.4301,15,4,14800000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2.25,1,1002,925000.0,0.4037630718294505,3,16.51013780630191,0.08559046587215602,0.5287107258938245
1,0.0411,3.1425,1.8466,4.4877,30,2,6875000,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,1,1132,221774.1935483871,0.9111285237895658,2,15.743402346971443,0.1560130010834236,0.5287107258938245
0,0.8712,0.8712,0.0,0.0,1,1,30000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,15000.0,0.0,1,10.308985993422082,0.1657638136511376,0.04550379198266522
0,6.263,6.263,6.0055,6.0055,10,1,22200000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,1,0,2018181.8181818181,0.14274498608236386,0,16.915602891887552,0.027085590465872156,0.5287107258938245
1,0.2055,0.4329,0.4685,2.9507,6,2,415000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1,83,59285.71428571428,0.5062394006125497,1,12.936036208848487,0.03683640303358613,0.020585048754062838
1,0.0,3.8329,3.0027,4.7014,16,4,27063781,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.5,1,1458,1591987.1176470588,0.7015820675623532,3,17.113706934429455,0.1560130010834236,0.11484290357529794
1,3.0877,3.0877,5.0027,5.0027,6,1,3100000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0,1,0,442857.14285714284,0.166591700401486,1,14.946912992035967,0.06717226435536294,0.5287107258938245
0,2.1616,3.2877,3.4986,7.6904,13,2,33000000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,411,2357142.8571428573,0.4602780079167817,2,17.312018149733785,0.013001083423618635,0.5287107258938245
1,2.7753,5.0027,4.1644,10.7534,2,3,17400000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.0,1,813,5800000.0,0.17016352714959077,2,16.67198082165602,0.1560130010834236,0.5287107258938245
1,0.0,3.3863,5.3973,8.7123,17,5,28300000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2.0,1,1236,1572222.2222222222,0.4118488926412899,5,17.158372397949154,0.1560130010834236,0.5287107258938245
1,0.0,2.1644,1.411,6.537000000000001,42,4,46800000,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.5,1,881,1088372.0930232557,0.7960727079739949,3,17.661393782255395,0.06717226435536294,0.5287107258938245
1,1.3288,2.0301,2.0,2.0301,5,3,1525000,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.6667,1,256,254166.66666666666,0.6600442229629385,1,14.23750562376114,0.027085590465872156,0.01950162513542795
1,0.3397,0.3397,0.5452,1.7151,9,1,1200000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.0,1,0,120000.0,1.1049316783912195,1,13.997832948091215,0.00866738894907909,0.11484290357529794
1,0.1781,4.0301,3.674,7.2438,6,3,12400000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,1406,1771428.5714285714,0.4852131298672942,3,16.333207111220425,0.1560130010834236,0.5287107258938245
0,4.5863,4.5863,0.0,0.0,1,1,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1,0,50000.0,0.0,1,11.51293546492023,0.03683640303358613,0.018418201516793065
1,2.2219,7.3288,7.0055,7.0055,4,3,11000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.6667,1,1864,2200000.0,0.12491412154144027,3,16.213405921671733,0.1657638136511376,0.5287107258938245
1,1.3397,2.2795,1.0,1.0,3,2,675000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,343,168750.0,0.5,1,13.42246945133505,0.1560130010834236,0.0032502708559046588
1,0.0,2.3863,0.0,0.0,5,2,13000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,871,2166666.6666666665,0.0,2,16.380459992348886,0.1657638136511376,0.5287107258938245
1,0.7479,0.7479,1.0329,2.4986,5,1,3500000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1,0,583333.3333333334,0.5716572343223003,0,15.068273812173887,0.015167930660888408,0.11484290357529794
0,4.9342,4.9342,0.0,0.0,2,1,12000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,0,4000000.0,1.0,1,16.300417291085605,0.02925243770314193,0.08992416034669556
1,0.5808,4.8521,0.9068,5.4164,10,5,78573646,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4.3333,1,1559,7143058.7272727275,0.6234025310142759,3,18.179546921282345,0.056338028169014086,0.5287107258938245
1,0.4521,6.0822,3.7425,3.7425,2,3,15286415,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,2055,5095471.666666667,0.21085925144965736,1,16.54247514885925,0.007583965330444204,0.0032502708559046588
1,0.7123,0.7123,1.5836,3.0027,5,1,3200000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,533333.3333333334,0.7494940914882454,1,14.978661680269907,0.1560130010834236,0.5287107258938245
0,0.0164,0.0164,0.0,0.0,1,1,30000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,15000.0,1.0,1,10.308985993422082,0.06717226435536294,0.04550379198266522
1,0.0,10.8192,9.5863,9.5863,28,3,14650003,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,3949,505172.5172413793,0.09446170994587344,2,16.499951166464857,0.1657638136511376,0.5287107258938245
1,3.1589,5.6712,9.0055,9.0055,9,2,23500000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.0,1,917,2350000.0,0.09994503023337165,2,16.97251102166758,0.1657638136511376,0.5287107258938245
0,5.0082,5.0082,0.0,0.0,2,1,980000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,326666.6666666667,0.0,0,13.795308871054397,0.1657638136511376,0.08992416034669556
0,3.1562,3.1562,0.0,0.0,0,1,20000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,0,20000000.0,0.0,1,16.811242881518265,0.02925243770314193,0.5287107258938245
0,0.0,0.0,0.0,0.0,4,1,1500000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,300000.0,0.0,0,14.220976332738882,0.1560130010834236,0.04550379198266522
1,4.1753,5.537000000000001,6.3836,6.3836,0,2,8000000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,1,497,8000000.0,0.13543528901890675,1,15.894952224644102,0.056338028169014086,0.5287107258938245
1,0.326,4.6932,3.2548,4.6932,13,4,25200000,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4.0,1,1594,1800000.0,0.5269444249279842,4,17.04235459216419,0.1657638136511376,0.5287107258938245
1,2.7507,4.589,7.9205,9.211,21,4,61000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1,671,2772727.272727273,0.1958672020370189,3,17.926384438531027,0.1657638136511376,0.5287107258938245
1,1.337,4.3041,2.0822,5.8356,12,4,46300000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4.25,1,1083,3561538.4615384615,0.585171747908011,4,17.650652540654736,0.056338028169014086,0.5287107258938245
1,4.0274,8.2712,5.811,11.0986,15,4,24500000,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.3333,1,1549,1531250.0,0.413270956970228,3,17.01418371633128,0.1657638136511376,0.007583965330444204
0,0.9863,1.6575,0.0,0.0,1,2,7500000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,245,3750000.0,1.0,1,15.830413711839864,0.056338028169014086,0.5287107258938245
1,3.2493,3.2493,3.8356,7.8959,19,1,14500000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.0,1,0,725000.0,0.3372340066772333,1,16.489659276356317,0.0790899241603467,0.5287107258938245
0,2.6493,2.6493,1.0,1.0,1,1,29000000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.0,1,0,14500000.0,0.5,1,17.182806422433504,0.056338028169014086,0.04550379198266522
1,0.0,3.3808,5.6795,5.6795,5,3,24000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.6667,1,1234,4000000.0,0.14971180477580656,3,16.993564429978885,0.03683640303358613,0.5287107258938245
1,5.3562,10.2082,8.0055,8.0055,2,4,81017493,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5.6667,1,1771,27005831.0,0.11104325134639943,3,18.210175664626046,0.03791982665222102,0.5287107258938245
1,1.8493,2.1726,2.1699,5.0822,4,2,1000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.5,1,118,200000.0,0.49324257669922067,1,13.815511557963774,0.020585048754062838,0.5287107258938245
